Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_speciation[1]	log_speciation[2]	log_speciation[3]	rate_12	rate_21	rate_31	rate_32	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	speciation[1]	speciation[2]	speciation[3]
1641	-1589.68	-1586.53	-3.15466	0.220373	0.138758	0.0176135	-1.51243	-1.97502	-4.03909	-1.7458	-1.8692	-1.38391	0.005103737	0.065417	0.1293989	0.01958217	0.345443	0.0429795	0.611578	0.174506	0.154247	0.250596
1642	-1588.97	-1585.68	-3.28399	0.23376	0.120826	0.0149516	-1.45346	-2.11341	-4.20293	-1.68562	-1.8692	-1.32478	0.005103737	0.0416942	0.1345187	0.02048002	0.567439	0.0284028	0.404158	0.185329	0.154247	0.265862
1643	-1588.01	-1584.72	-3.28693	0.242505	0.131875	0.0144509	-1.41673	-2.0259	-4.237	-1.64319	-1.84369	-1.40128	0.005103737	0.04581581	0.1177278	0.02048002	0.516204	0.031767	0.452029	0.193363	0.158232	0.246281
1644	-1587.18	-1583.83	-3.35281	0.214263	0.128176	0.016039	-1.54055	-2.05435	-4.13273	-1.55816	-1.79488	-1.28351	0.005584436	0.049338	0.1351763	0.02198578	0.516204	0.031767	0.452029	0.210522	0.166147	0.277064
1645	-1585.59	-1581.19	-4.40277	0.223869	0.114644	0.0173373	-1.49669	-2.16592	-4.0549	-1.39862	-1.83962	-1.28351	0.01159307	0.1356239	0.1035859	0.03897036	0.516204	0.031767	0.452029	0.246936	0.158877	0.277064
1646	-1591.66	-1586.7	-4.96068	0.260214	0.116974	0.0161552	-1.34625	-2.1458	-4.12551	-1.42594	-1.90671	-1.2666	0.01828148	0.1928614	0.09340515	0.0386446	0.912642	0.0561637	0.0311947	0.240282	0.148568	0.281787
1647	-1588.78	-1584.2	-4.57682	0.238435	0.1351	0.0155499	-1.43366	-2.00174	-4.1637	-1.46567	-1.71325	-1.26099	0.01828148	0.09479104	0.1032523	0.0386446	0.912642	0.0561637	0.0311947	0.230923	0.180279	0.283374
1648	-1586.01	-1581.58	-4.43607	0.238435	0.133432	0.0145169	-1.43366	-2.01416	-4.23244	-1.39136	-1.62363	-1.36955	0.01325198	0.08491118	0.1032523	0.03720532	0.912642	0.0561637	0.0311947	0.248736	0.197181	0.254221
1649	-1588.65	-1584.38	-4.27443	0.257751	0.128316	0.0156333	-1.35576	-2.05326	-4.15835	-1.43845	-1.75565	-1.43145	0.01985316	0.06927475	0.09404592	0.03387353	0.755256	0.229458	0.0152863	0.237295	0.172795	0.238962
1650	-1586.76	-1582.7	-4.05619	0.237839	0.116501	0.0160375	-1.43616	-2.14985	-4.13283	-1.39453	-1.68306	-1.44231	0.01985316	0.05966881	0.09404592	0.02807964	0.874195	0.0866956	0.0391093	0.24795	0.185805	0.236382
1651	-1590.26	-1585.95	-4.30983	0.237839	0.106872	0.0157255	-1.43616	-2.23612	-4.15247	-1.48894	-1.7208	-1.41007	0.02336094	0.09747609	0.08064761	0.02535206	0.874195	0.0866956	0.0391093	0.225611	0.178923	0.244126
1652	-1586.07	-1581.54	-4.52475	0.252456	0.108688	0.0145891	-1.37652	-2.21927	-4.22748	-1.30907	-1.80575	-1.44285	0.01551716	0.09622463	0.109012	0.02896057	0.874195	0.0866956	0.0391093	0.270072	0.164351	0.236253
1653	-1586.86	-1582.62	-4.2431	0.266968	0.124337	0.0153864	-1.32063	-2.08476	-4.17427	-1.37908	-1.75607	-1.39834	0.01386355	0.06025183	0.1392011	0.02896057	0.874195	0.0866956	0.0391093	0.251809	0.172722	0.247007
1654	-1586.76	-1582.34	-4.41938	0.266968	0.121888	0.0167524	-1.32063	-2.10465	-4.08921	-1.31811	-1.62318	-1.30667	0.01136365	0.09259947	0.1156115	0.04285502	0.874195	0.0866956	0.0391093	0.267641	0.19727	0.27072
1655	-1587.43	-1582.85	-4.58506	0.281763	0.130922	0.0181464	-1.26669	-2.03315	-4.00928	-1.31287	-1.61667	-1.30667	0.01097038	0.1583568	0.1156115	0.03987657	0.874195	0.0866956	0.0391093	0.269047	0.198558	0.27072
1656	-1588.28	-1583.66	-4.61601	0.281763	0.151841	0.0183852	-1.26669	-1.88492	-3.99621	-1.2371	-1.60638	-1.441	0.01635559	0.1086738	0.1372925	0.03987657	0.871467	0.0864251	0.0421074	0.290223	0.200612	0.236691
1657	-1588.95	-1583.86	-5.08981	0.275957	0.155723	0.0167716	-1.28751	-1.85968	-4.08807	-1.30963	-1.64966	-1.441	0.03860771	0.1161182	0.1140975	0.03987657	0.871467	0.0864251	0.0421074	0.26992	0.192116	0.236691
1658	-1590.51	-1585.06	-5.44667	0.290066	0.138156	0.0158552	-1.23765	-1.97937	-4.14426	-1.37689	-1.39431	-1.4653	0.0304888	0.1838025	0.1210969	0.03987657	0.871467	0.0864251	0.0421074	0.252362	0.248005	0.231008
1659	-1590.3	-1585.27	-5.03079	0.317073	0.164657	0.0180352	-1.14862	-1.80389	-4.01543	-1.38051	-1.36971	-1.44435	0.02070222	0.1838025	0.1037425	0.0425503	0.871467	0.0864251	0.0421074	0.25145	0.254179	0.2359
1660	-1590.89	-1586.21	-4.67202	0.283003	0.165044	0.0197076	-1.2623	-1.80154	-3.92675	-1.16864	-1.40644	-1.50287	0.009067551	0.1838025	0.1037425	0.06048259	0.883342	0.0876028	0.0290549	0.31079	0.245013	0.222491
1661	-1588.13	-1583.33	-4.80022	0.252525	0.150458	0.0190707	-1.37625	-1.89407	-3.9596	-1.36118	-1.51952	-1.47833	0.01352061	0.1797205	0.1119643	0.06048259	0.324265	0.48585	0.189885	0.256357	0.218817	0.228018
1662	-1586.81	-1581.99	-4.81874	0.231841	0.138724	0.0201614	-1.4617	-1.97527	-3.90398	-1.4296	-1.70956	-1.43205	0.02691289	0.1797205	0.08766771	0.05615673	0.324265	0.48585	0.189885	0.239404	0.180945	0.238818
1663	-1590.97	-1586.18	-4.78995	0.203175	0.163511	0.02054	-1.59369	-1.81088	-3.88538	-1.34178	-1.96184	-1.40572	0.02691289	0.1903673	0.05711954	0.08070621	0.358169	0.536648	0.105183	0.26138	0.1406	0.245191
1664	-1589.58	-1584.84	-4.73977	0.250459	0.184089	0.021034	-1.38446	-1.69234	-3.86162	-1.39976	-1.96184	-1.44016	0.02691289	0.183786	0.07601315	0.05795957	0.360624	0.534595	0.104781	0.246656	0.1406	0.236889
1665	-1589.97	-1584.85	-5.11966	0.250459	0.180106	0.0208192	-1.38446	-1.71421	-3.87188	-1.36264	-1.85227	-1.27004	0.02264327	0.183786	0.1231775	0.06885066	0.298771	0.442904	0.258326	0.255983	0.15688	0.280821
1666	-1587.53	-1583.01	-4.51298	0.232772	0.166501	0.0218349	-1.4577	-1.79275	-3.82425	-1.4094	-1.81829	-1.35479	0.01117992	0.183786	0.1056191	0.06885066	0.0373423	0.608025	0.354633	0.244291	0.162302	0.258001
1667	-1588	-1583.31	-4.68964	0.226064	0.193328	0.0213235	-1.48694	-1.64337	-3.84795	-1.32239	-1.84131	-1.32475	0.02618458	0.1190707	0.08323922	0.07853025	0.0373423	0.608025	0.354633	0.266498	0.158609	0.26587
1668	-1587.38	-1583.23	-4.1532	0.217808	0.162712	0.0231325	-1.52414	-1.81578	-3.76652	-1.35969	-1.83796	-1.40123	0.02554266	0.07587149	0.08323922	0.06931911	0.0373423	0.608025	0.354633	0.256741	0.159142	0.246294
1669	-1586.48	-1582.09	-4.39035	0.214675	0.166723	0.0226775	-1.53863	-1.79142	-3.78638	-1.45736	-1.80607	-1.35878	0.02089893	0.1428006	0.0772464	0.06855169	0.0373423	0.608025	0.354633	0.232849	0.164298	0.256975
1670	-1585.93	-1581.38	-4.55039	0.234917	0.178099	0.0205699	-1.44852	-1.72542	-3.88393	-1.40099	-1.78326	-1.35541	0.01631439	0.1514908	0.0858409	0.06855169	0.0386604	0.594188	0.367152	0.246352	0.16809	0.257841
1671	-1584.67	-1580.22	-4.44919	0.234917	0.17815	0.0170078	-1.44852	-1.72513	-4.07409	-1.47038	-1.63647	-1.30452	0.0131883	0.1071341	0.1137701	0.04379383	0.0386604	0.594188	0.367152	0.229839	0.194666	0.271303
1672	-1585.98	-1581.41	-4.56868	0.212132	0.17412	0.0171584	-1.55055	-1.74801	-4.06527	-1.36316	-1.723	-1.361	0.02102032	0.1119742	0.07323738	0.05796096	0.0386604	0.594188	0.367152	0.255851	0.17853	0.256403
1673	-1586.33	-1581.61	-4.71815	0.231739	0.200962	0.0168851	-1.46214	-1.60464	-4.08132	-1.38067	-1.7512	-1.46948	0.01850338	0.1495185	0.07323738	0.05896144	0.0623871	0.579523	0.35809	0.25141	0.173565	0.230046
1674	-1586.49	-1581.48	-5.01474	0.21503	0.193855	0.013584	-1.53698	-1.64064	-4.29887	-1.42397	-1.91872	-1.39498	0.01418832	0.1527906	0.08328362	0.05896144	0.0623871	0.579523	0.35809	0.240756	0.146794	0.247839
1675	-1587.49	-1582.21	-5.28016	0.185156	0.205058	0.0142499	-1.68656	-1.58446	-4.251	-1.46961	-1.90218	-1.40642	0.02368482	0.1527906	0.08826072	0.06852572	0.0623871	0.579523	0.35809	0.230015	0.149244	0.24502
1676	-1588.78	-1583.42	-5.36053	0.177871	0.216514	0.0131234	-1.7267	-1.5301	-4.33336	-1.45041	-1.5083	-1.30938	0.015536	0.1527906	0.09493705	0.07056805	0.0623871	0.579523	0.35809	0.234474	0.221286	0.269987
1677	-1587.89	-1582.74	-5.15513	0.162846	0.248597	0.0140207	-1.81495	-1.39192	-4.26722	-1.43549	-1.4176	-1.30938	0.0197998	0.1097846	0.09493705	0.06220013	0.051468	0.653115	0.295416	0.237999	0.242295	0.269987
1678	-1587.28	-1581.77	-5.50967	0.191619	0.245711	0.0119318	-1.65225	-1.4036	-4.42855	-1.52296	-1.53955	-1.30938	0.0197998	0.1467719	0.09493705	0.0548082	0.0635618	0.571606	0.364832	0.218065	0.214477	0.269987
1679	-1585.87	-1580.6	-5.2661	0.170836	0.243447	0.0108926	-1.76705	-1.41285	-4.51967	-1.52664	-1.50383	-1.39204	0.01529937	0.0918201	0.08116894	0.07007741	0.0635618	0.571606	0.364832	0.217265	0.222277	0.248569
1680	-1584.32	-1579.44	-4.88242	0.178558	0.228667	0.012359	-1.72284	-1.47549	-4.39337	-1.4948	-1.42601	-1.45512	0.01859094	0.08612975	0.08116894	0.04855471	0.0635618	0.571606	0.364832	0.224294	0.240265	0.233372
1681	-1587.72	-1582.83	-4.89214	0.167329	0.276078	0.0119067	-1.78779	-1.28707	-4.43065	-1.39308	-1.49569	-1.4635	0.01628908	0.1122087	0.06872612	0.0387579	0.0635618	0.571606	0.364832	0.248308	0.224093	0.231424
1682	-1590.91	-1586.21	-4.6972	0.18021	0.309183	0.0119746	-1.71364	-1.17382	-4.42497	-1.52865	-1.49489	-1.49845	0.00780553	0.1499948	0.06872612	0.0387579	0.0688366	0.536055	0.395109	0.216828	0.224272	0.223476
1683	-1590.41	-1585.4	-5.01546	0.184675	0.302575	0.0113767	-1.68916	-1.19543	-4.47619	-1.47526	-1.54276	-1.57951	0.006153687	0.1499948	0.06575408	0.07853072	0.618555	0.102759	0.278686	0.228718	0.21379	0.206077
1684	-1588.98	-1583.94	-5.04003	0.196138	0.292131	0.0100577	-1.62894	-1.23055	-4.59941	-1.4294	-1.4395	-1.49902	0.004128079	0.1357096	0.06575408	0.07836382	0.405717	0.411491	0.182793	0.239452	0.237045	0.223349
1685	-1587.48	-1582.57	-4.91375	0.220898	0.242455	0.0104919	-1.51006	-1.41694	-4.55715	-1.54322	-1.43454	-1.47698	0.004027447	0.1357096	0.09276901	0.05929453	0.405717	0.411491	0.182793	0.213692	0.238224	0.228326
1686	-1587.25	-1583.12	-4.13439	0.213978	0.250333	0.012361	-1.54188	-1.38496	-4.39321	-1.45557	-1.62415	-1.50324	0.004027447	0.08556392	0.1089922	0.03698805	0.405717	0.411491	0.182793	0.233267	0.19708	0.222408
1687	-1588.68	-1584.51	-4.16955	0.204725	0.273797	0.0112376	-1.58609	-1.29537	-4.48849	-1.50434	-1.66005	-1.56085	0.002864422	0.06911721	0.1089922	0.04975575	0.405717	0.411491	0.182793	0.222164	0.19013	0.209958
1688	-1587.48	-1583.48	-4.00263	0.224362	0.25853	0.0110898	-1.49449	-1.35274	-4.50173	-1.54779	-1.5227	-1.5646	0.002087964	0.06432666	0.09753657	0.05541686	0.501521	0.208892	0.289587	0.212718	0.218123	0.209172
1689	-1589.12	-1585.46	-3.66093	0.208313	0.281408	0.0126025	-1.56871	-1.26795	-4.37386	-1.54432	-1.5227	-1.5646	0.001887188	0.04217446	0.1012679	0.07120224	0.501521	0.208892	0.289587	0.213456	0.218123	0.209172
1690	-1586.53	-1582.66	-3.8745	0.200068	0.267466	0.0132033	-1.6091	-1.31876	-4.32728	-1.54682	-1.61024	-1.38831	0.001980943	0.0679988	0.1181594	0.06110322	0.18938	0.22135	0.58927	0.212924	0.199839	0.249497
1691	-1587.45	-1584.14	-3.31511	0.228889	0.290931	0.0152021	-1.47452	-1.23467	-4.18632	-1.51576	-1.68447	-1.34722	0.001259682	0.06411138	0.1181594	0.04807887	0.524528	0.129834	0.345638	0.219641	0.185542	0.259961
1692	-1588.08	-1584.65	-3.43342	0.204888	0.255801	0.0147952	-1.58529	-1.36336	-4.21345	-1.36786	-1.68447	-1.4462	0.001287508	0.06411138	0.1181594	0.06073414	0.535623	0.126804	0.337573	0.254651	0.185542	0.235464
1693	-1587.49	-1583.72	-3.76631	0.202496	0.239718	0.0140939	-1.59704	-1.42829	-4.26202	-1.27441	-1.6424	-1.52267	0.002201536	0.07229592	0.1027231	0.06073414	0.316292	0.186695	0.497013	0.279595	0.193515	0.21813
1694	-1584.39	-1580.96	-3.43297	0.187708	0.224172	0.0161256	-1.67287	-1.49534	-4.12735	-1.42201	-1.68443	-1.50134	0.003377194	0.07229592	0.09515303	0.04326734	0.316292	0.186695	0.497013	0.241228	0.185551	0.222831
1695	-1583.76	-1580.52	-3.23502	0.224574	0.24931	0.0177566	-1.49355	-1.38906	-4.031	-1.48903	-1.58107	-1.44704	0.003377194	0.05529583	0.09927347	0.04326734	0.316292	0.186695	0.497013	0.22559	0.205755	0.235267
1696	-1584.14	-1580.99	-3.15459	0.232035	0.26626	0.017957	-1.46087	-1.32328	-4.01977	-1.42599	-1.53617	-1.49686	0.003201686	0.0406771	0.0980546	0.05115468	0.316292	0.186695	0.497013	0.24027	0.215203	0.223833
1697	-1585	-1581.68	-3.32177	0.259958	0.277751	0.0163087	-1.34724	-1.28103	-4.11606	-1.45438	-1.57928	-1.43213	0.003201686	0.0406771	0.0980546	0.04737448	0.325317	0.163489	0.511194	0.233546	0.206123	0.238801
1698	-1586.56	-1583.09	-3.46453	0.280376	0.276169	0.0177636	-1.27163	-1.28674	-4.0306	-1.36794	-1.50424	-1.48522	0.003818991	0.07018109	0.0980546	0.03459003	0.325317	0.163489	0.511194	0.25463	0.222186	0.226452
1699	-1584.97	-1581.33	-3.63199	0.277011	0.270357	0.0207667	-1.2837	-1.30801	-3.87441	-1.38377	-1.59911	-1.36855	0.007057114	0.07018109	0.0980546	0.04145268	0.325317	0.163489	0.511194	0.250633	0.202075	0.254476
1700	-1585.1	-1581.17	-3.92859	0.271701	0.256609	0.020581	-1.30305	-1.3602	-3.88339	-1.437	-1.51541	-1.32395	0.009094687	0.07018109	0.1204971	0.04456752	0.544584	0.273681	0.181735	0.237639	0.219718	0.266081
1701	-1585.08	-1581.19	-3.89741	0.286389	0.218573	0.0189549	-1.25041	-1.52064	-3.96569	-1.40267	-1.62618	-1.34615	0.01141489	0.07018109	0.1112979	0.03232168	0.00769895	0.596321	0.39598	0.24594	0.19668	0.260242
1702	-1582.62	-1578.33	-4.28197	0.271424	0.234448	0.0175165	-1.30407	-1.45052	-4.04461	-1.29419	-1.46494	-1.38666	0.0101482	0.07739696	0.1112979	0.04738164	0.0161503	0.153191	0.830658	0.274121	0.231093	0.249909
1703	-1584.07	-1580.2	-3.8686	0.254636	0.196473	0.0222837	-1.36792	-1.62723	-3.8039	-1.21762	-1.31833	-1.34375	0.01030884	0.07739696	0.1112979	0.03972504	0.0284812	0.270154	0.701365	0.295935	0.267582	0.260865
1704	-1582.8	-1578.68	-4.11174	0.260961	0.206796	0.0180527	-1.34339	-1.57602	-4.01446	-1.3061	-1.51806	-1.35464	0.01008981	0.0800872	0.1043631	0.04359866	0.0941325	0.334079	0.571789	0.270874	0.219136	0.25804
1705	-1583.32	-1579	-4.32421	0.268938	0.208457	0.0163968	-1.31327	-1.56802	-4.11067	-1.25141	-1.51366	-1.3307	0.01327668	0.06233576	0.1069931	0.04359866	0.0941325	0.334079	0.571789	0.286101	0.220104	0.264291
1706	-1584.67	-1580.1	-4.57286	0.262857	0.179179	0.0151589	-1.33615	-1.71937	-4.18917	-1.31888	-1.72105	-1.3307	0.0146739	0.08166909	0.1398178	0.03270406	0.0941325	0.334079	0.571789	0.267436	0.178879	0.264291
1707	-1584.94	-1580.3	-4.63468	0.289187	0.172156	0.0123698	-1.24068	-1.75936	-4.39249	-1.40665	-1.74023	-1.33392	0.0146739	0.05103947	0.1189374	0.03733396	0.0941325	0.334079	0.571789	0.244962	0.175479	0.263442
1708	-1584.65	-1579.94	-4.70931	0.289187	0.168857	0.0118927	-1.24068	-1.7787	-4.43183	-1.37131	-1.61918	-1.39363	0.01684605	0.04854412	0.1189374	0.03419583	0.0849568	0.39899	0.516053	0.253775	0.198061	0.248172
1709	-1584.99	-1579.87	-5.12441	0.289187	0.163351	0.0112515	-1.24068	-1.81185	-4.48725	-1.28999	-1.8552	-1.41268	0.01684605	0.07126511	0.1383069	0.03419583	0.0849568	0.39899	0.516053	0.275275	0.156421	0.243489
1710	-1587.26	-1582.56	-4.70432	0.302038	0.181959	0.0112515	-1.1972	-1.70397	-4.48725	-1.33792	-1.74888	-1.37055	0.01356419	0.07126511	0.1383069	0.01798473	0.0706593	0.331843	0.597497	0.262392	0.173968	0.253968
1711	-1587.3	-1582.61	-4.69027	0.302038	0.198656	0.0115258	-1.1972	-1.61618	-4.46317	-1.33925	-1.73649	-1.43889	0.01548308	0.07230749	0.1159203	0.02077581	0.0706593	0.331843	0.597497	0.262043	0.176138	0.237191
1712	-1585.58	-1580.57	-5.01127	0.256857	0.182845	0.0123224	-1.35923	-1.69912	-4.39634	-1.39102	-1.65086	-1.43889	0.0229125	0.08071218	0.1432224	0.0268803	0.0706593	0.331843	0.597497	0.248821	0.191885	0.237191
1713	-1586.5	-1581.52	-4.98038	0.232644	0.171462	0.012069	-1.45825	-1.76339	-4.41712	-1.31369	-1.71238	-1.39803	0.03244086	0.05061615	0.146848	0.0268803	0.0706593	0.331843	0.597497	0.268825	0.180436	0.247084
1714	-1586.59	-1582.25	-4.33316	0.246702	0.153249	0.0131861	-1.39957	-1.87569	-4.32859	-1.31228	-1.7147	-1.4191	0.03927667	0.0345502	0.1099736	0.01802913	0.0706593	0.331843	0.597497	0.269204	0.180018	0.241932
1715	-1588.63	-1584.48	-4.15674	0.255566	0.148559	0.0132552	-1.36427	-1.90677	-4.32336	-1.2321	-1.62644	-1.51593	0.03927667	0.02574499	0.1024109	0.01802913	0.115744	0.543578	0.340678	0.291679	0.196628	0.219604
1716	-1587.56	-1583.53	-4.02899	0.264716	0.142499	0.0132552	-1.3291	-1.94842	-4.32336	-1.19278	-1.74528	-1.38942	0.02875626	0.02458555	0.1035682	0.01802913	0.115744	0.543578	0.340678	0.303376	0.174596	0.249221
1717	-1589.14	-1585.62	-3.52432	0.265826	0.14743	0.0128224	-1.32491	-1.9144	-4.35656	-1.30755	-1.79988	-1.53352	0.02875626	0.01684833	0.1035682	0.01065397	0.209303	0.174641	0.616057	0.270481	0.165318	0.215774
1718	-1589.34	-1585.79	-3.55134	0.272354	0.123777	0.012397	-1.30065	-2.08927	-4.3903	-1.20817	-1.71876	-1.4585	0.0267453	0.01684833	0.1218216	0.007297776	0.209303	0.174641	0.616057	0.298744	0.179288	0.232585
1719	-1591.32	-1587.45	-3.86626	0.240339	0.133	0.0127437	-1.4257	-2.01741	-4.36271	-1.30677	-1.69839	-1.2891	0.03063205	0.03418938	0.143924	0.00545662	0.209303	0.174641	0.616057	0.270693	0.182978	0.275519
1720	-1588.88	-1584.85	-4.0335	0.276799	0.127292	0.0122351	-1.28446	-2.06127	-4.40344	-1.35012	-1.57739	-1.38374	0.02406574	0.03418938	0.1427909	0.008107865	0.209303	0.174641	0.616057	0.259208	0.206514	0.25064
1721	-1588.23	-1583.8	-4.43267	0.252563	0.126545	0.0108324	-1.37609	-2.06716	-4.52521	-1.26864	-1.44675	-1.43594	0.0319458	0.02467344	0.1188456	0.01442455	0.209303	0.174641	0.616057	0.281215	0.235334	0.237892
1722	-1589.62	-1584.93	-4.68746	0.317307	0.116143	0.0094202	-1.14789	-2.15293	-4.6649	-1.28175	-1.55764	-1.39137	0.02458271	0.01947789	0.1416044	0.01544482	0.480889	0.114656	0.404455	0.27755	0.210633	0.248734
1723	-1589.57	-1584.71	-4.86585	0.30134	0.119513	0.00727074	-1.19952	-2.12433	-4.9239	-1.27549	-1.66477	-1.40109	0.02375073	0.01506713	0.1416044	0.01112429	0.437937	0.124142	0.437921	0.279295	0.189233	0.246329
1724	-1588.3	-1583.85	-4.44498	0.278656	0.12378	0.00826869	-1.27778	-2.08925	-4.79528	-1.25083	-1.59876	-1.40659	0.02031772	0.01193022	0.1416044	0.01303195	0.437937	0.124142	0.437921	0.286268	0.202147	0.244977
1725	-1588.91	-1584.73	-4.17885	0.263163	0.122114	0.00819441	-1.33498	-2.1028	-4.8043	-1.20622	-1.64025	-1.47425	0.01341906	0.01098066	0.1416044	0.01303195	0.437937	0.124142	0.437921	0.299328	0.193931	0.22895
1726	-1588.04	-1583.52	-4.51559	0.296395	0.157097	0.00798522	-1.21606	-1.85089	-4.83016	-1.12792	-1.52628	-1.45515	0.01098417	0.01228906	0.1416044	0.02023717	0.437937	0.124142	0.437921	0.323705	0.217343	0.233366
1727	-1588.5	-1583.39	-5.11188	0.317807	0.140096	0.00736672	-1.14631	-1.96543	-4.91078	-1.10789	-1.63328	-1.40006	0.02120229	0.01442784	0.1416044	0.01856068	0.437937	0.124142	0.437921	0.330254	0.195289	0.246583
1728	-1586.82	-1582.03	-4.78921	0.301239	0.163697	0.00752818	-1.19985	-1.80974	-4.8891	-1.22234	-1.81321	-1.4687	0.01479296	0.01694417	0.1293357	0.01905149	0.446329	0.107357	0.446313	0.294541	0.16313	0.230225
1729	-1589.83	-1585.01	-4.81652	0.305526	0.154151	0.00850207	-1.18572	-1.86982	-4.76745	-1.22234	-2.01458	-1.50198	0.033296	0.01424111	0.1104128	0.0209063	0.446329	0.107357	0.446313	0.294541	0.133376	0.222688
1730	-1590.23	-1585.6	-4.62908	0.311705	0.156342	0.00877163	-1.1657	-1.85571	-4.73623	-1.21648	-1.90774	-1.53814	0.033296	0.01074268	0.1361888	0.01708507	0.446329	0.107357	0.446313	0.29627	0.148416	0.214781
1731	-1586.9	-1582.27	-4.62537	0.30573	0.155756	0.00861178	-1.18505	-1.85946	-4.75462	-1.15426	-1.82352	-1.46333	0.02093335	0.009600025	0.1361888	0.0260028	0.223709	0.150523	0.625767	0.315291	0.161457	0.231465
1732	-1588.49	-1583.56	-4.937	0.292855	0.14711	0.00848975	-1.22808	-1.91657	-4.7689	-1.11354	-1.86971	-1.49258	0.02093335	0.0124921	0.1361888	0.0347696	0.223709	0.150523	0.625767	0.328396	0.154168	0.224792
1733	-1587.66	-1582.86	-4.79531	0.300572	0.134868	0.00955554	-1.20207	-2.00346	-4.65063	-1.13601	-2.00031	-1.50952	0.02097892	0.02111451	0.1361888	0.02482493	0.202541	0.230903	0.566556	0.321097	0.135294	0.221016
1734	-1586.36	-1581.82	-4.53738	0.300572	0.138602	0.0104681	-1.20207	-1.97615	-4.55942	-1.15972	-1.99057	-1.4824	0.01797809	0.01845628	0.1152436	0.03527402	0.117731	0.134217	0.748052	0.313573	0.136618	0.227092
1735	-1586.6	-1582.23	-4.36478	0.34439	0.14179	0.0108722	-1.06598	-1.95341	-4.52155	-1.09468	-1.82316	-1.4391	0.01353123	0.0264794	0.1152436	0.02179331	0.117731	0.134217	0.748052	0.334645	0.161515	0.237142
1736	-1591.38	-1587.06	-4.32812	0.305527	0.135863	0.0115734	-1.18572	-1.99611	-4.45904	-1.09468	-1.8062	-1.41426	0.009738711	0.02829828	0.1800202	0.02096965	0.055042	0.143754	0.801204	0.334645	0.164277	0.243105
1737	-1586.17	-1581.49	-4.67886	0.305527	0.159553	0.0107958	-1.18572	-1.83538	-4.52859	-1.08286	-1.94519	-1.42579	0.01246536	0.02829828	0.1354092	0.03571749	0.055042	0.143754	0.801204	0.338626	0.142961	0.240319
1738	-1587.3	-1582.46	-4.84263	0.303952	0.166164	0.0105624	-1.19088	-1.79478	-4.55045	-1.08286	-1.88225	-1.45943	0.013567	0.02726071	0.1354092	0.04389398	0.055042	0.143754	0.801204	0.338626	0.152247	0.232368
1739	-1586.76	-1581.75	-5.0149	0.285664	0.177704	0.0105263	-1.25294	-1.72764	-4.55388	-1.09172	-1.87245	-1.34672	0.01235097	0.040034	0.1354092	0.04389398	0.055042	0.143754	0.801204	0.335639	0.153746	0.260093
1740	-1586.43	-1581.53	-4.89871	0.27596	0.164061	0.0126523	-1.2875	-1.80752	-4.36991	-1.09172	-1.71057	-1.37304	0.01872058	0.06121927	0.1354092	0.0304387	0.055042	0.143754	0.801204	0.335639	0.180762	0.253335
1741	-1586.37	-1581.32	-5.04712	0.265338	0.164061	0.0107656	-1.32675	-1.80752	-4.5314	-1.1184	-1.89607	-1.46773	0.01460268	0.09427128	0.08494005	0.03527667	0.0598641	0.0687402	0.871396	0.326803	0.150157	0.230448
1742	-1584.64	-1579.19	-5.44876	0.255195	0.169988	0.0101301	-1.36573	-1.77203	-4.59224	-1.23292	-1.79069	-1.46773	0.01819968	0.1068048	0.111468	0.03527667	0.17839	0.0429461	0.778663	0.291441	0.166845	0.230448
1743	-1587.43	-1581.52	-5.91391	0.273336	0.185029	0.0100299	-1.29705	-1.68724	-4.60218	-1.11567	-1.76308	-1.42964	0.01559333	0.1481247	0.111468	0.05226348	0.17839	0.0429461	0.778663	0.327696	0.171516	0.239394
1744	-1584.54	-1579.23	-5.30328	0.264203	0.185029	0.0100299	-1.33104	-1.68724	-4.60218	-1.20114	-1.71502	-1.47301	0.01212008	0.09885055	0.111468	0.03870919	0.17839	0.0429461	0.778663	0.30085	0.17996	0.229234
1745	-1588.03	-1582.21	-5.82452	0.259837	0.195446	0.00945676	-1.3477	-1.63247	-4.66103	-1.13297	-1.68574	-1.52331	0.0176341	0.1511528	0.07293639	0.05285105	0.17839	0.0429461	0.778663	0.322075	0.185308	0.217988
1746	-1589.09	-1583.33	-5.75217	0.247511	0.192978	0.00886926	-1.3963	-1.64518	-4.72516	-1.1263	-1.5258	-1.4346	0.01779084	0.1100197	0.06711054	0.05285105	0.517474	0.124578	0.357948	0.32423	0.217447	0.23821
1747	-1588.02	-1582.05	-5.96812	0.273481	0.228493	0.0105908	-1.29652	-1.47625	-4.54777	-1.12204	-1.4283	-1.41033	0.01806091	0.1390026	0.1150688	0.05174816	0.517474	0.124578	0.357948	0.325615	0.239715	0.244064
